"","Amid12","Amid39","Amid40","Amid41","Amid46","Amid49","Amid7","Ileum12","Ileum17","Ileum18","Ileum19","Ileum20","Ileum21","Ileum2","Ileum3","Ileum5","Ileum7","Ileum9","Lmid2","Lmid3","Lmid5","Lmid9","Paunch12","Paunch17","Paunch18","Paunch19","Paunch20","Paunch21","Paunch2","Paunch3","Paunch5","Paunch9","hind12","hind39","hind40","hind41","hind46","hind48","hind49","hind4","hind7"
"Paunch2",0.862194211711405,0.94453442088281,0.924430399190114,0.95927424062021,0.934180805580691,0.89617800749589,0.88947866074836,0.638753115915108,0.709022975678181,0.866504557806351,0.839260088380473,0.741163013650412,0.729609310328855,0.769896041019337,0.725875599041472,0.715718427535409,0.712941545991553,0.731066024390501,0.730806003903437,0.738888064755419,0.757758952706809,0.743437312486986,0.637637832776162,0.605559882727532,0.643273662966276,0.637659670697218,0.625318317657993,0.653299478554958,0,0.509833475824216,0.533009708215807,0.570215695727151,0.814516454629809,0.866442265679404,0.832057878775358,0.822360112438882,0.832400499146012,0.799824131080269,0.842066499103149,0.798699811524965,0.859173547212992
"Paunch3",0.852819508394265,0.932682116070488,0.908679303262808,0.948894782045247,0.92178806913449,0.877974456112365,0.864703370965745,0.649639907823177,0.736550573045892,0.877345129027937,0.823855663710889,0.754844015709581,0.715035363423674,0.811647748112396,0.767037816818259,0.76687693836964,0.763869527196866,0.775160491530648,0.788968973298403,0.783799571499183,0.795108126622692,0.775851051577798,0.642814005322009,0.585378158845966,0.632329532094363,0.643528307113351,0.60865421130643,0.637447822289539,0.509833475824216,0,0.547870126518701,0.573588109509567,0.798835360129331,0.843472977943565,0.80187510308634,0.798752390344953,0.797391093804776,0.788147434697877,0.821777342075987,0.784263724502596,0.83144697622256
"Paunch5",0.873916774159416,0.939607458196222,0.909949760029198,0.953700134601202,0.928537220385166,0.89189428326357,0.877693208367442,0.652521252778342,0.701717359559095,0.854226406937052,0.830676469901705,0.708856074028245,0.730238917214857,0.717735054462454,0.69333300590303,0.6518902140839,0.685825743710584,0.703373321103865,0.709330232914295,0.707078628589074,0.686512947471173,0.701338017488392,0.685141904415107,0.665303292554223,0.693475840430059,0.681015585041211,0.685508010095363,0.6847326805416,0.533009708215807,0.547870126518701,0,0.646776888548706,0.825346382690162,0.855515900219572,0.818284123294559,0.814201568565367,0.811863388492183,0.79834289051318,0.833666243644489,0.790992422198904,0.845905634194217
"Paunch9",0.849688340585043,0.937473506543561,0.91210741361346,0.952423412511818,0.922862294055685,0.876620897741867,0.876135042998992,0.719789245327041,0.847890023225011,0.923806851231252,0.884668599423767,0.874451288882415,0.831613985143944,0.918329177862774,0.896241300741511,0.875404351557823,0.882747520937093,0.889332411064272,0.900940329540863,0.902176243977899,0.894773236888042,0.891648835967911,0.494368764461727,0.532771609668859,0.465127751298461,0.531547794831646,0.497430898397136,0.554047960902181,0.570215695727151,0.573588109509567,0.646776888548706,0,0.793310627121562,0.866168827953993,0.790672538302528,0.800187488318292,0.808451639084971,0.78391945658422,0.811893833359694,0.746874836588071,0.838920546887083
"hind12",0.306895920853966,0.701141163221165,0.617562298564696,0.807058251757198,0.686224710467937,0.60189349036502,0.663721893684296,0.830687722086981,0.858252112202112,0.823868042644006,0.762504408712379,0.868194138896597,0.751562101152222,0.943410284730394,0.92797925123328,0.919446240389447,0.910778353990273,0.935763472874777,0.9357109946988,0.938537739995808,0.907421473819862,0.926907797321549,0.803443030886057,0.792400339784094,0.816666281089792,0.765515728400927,0.785868409489541,0.743161538730332,0.814516454629809,0.798835360129331,0.825346382690162,0.793310627121562,0,0.461238989746352,0.509675867530983,0.435819857050057,0.502778688329472,0.420775971035225,0.537871703634121,0.465584030473536,0.531885324189105
"hind39",0.344402442864925,0.650812623369033,0.581381050872776,0.745519233417385,0.514728592884341,0.568675395998675,0.597234111727985,0.847029861871047,0.845712612434702,0.827815125621908,0.759762819510921,0.875647376887275,0.778059458305351,0.950849757718327,0.937589099994771,0.921129438290435,0.919080915656916,0.946535200338606,0.945488591908142,0.942328035998684,0.918081567097879,0.930561647825205,0.853780380298755,0.852582828357335,0.85785281819269,0.81671700464417,0.857488038904692,0.797682624295417,0.866442265679404,0.843472977943565,0.855515900219572,0.866168827953993,0.461238989746352,0,0.469833605860067,0.49566223100261,0.447019017221896,0.427450866309959,0.493085045837656,0.628743708262378,0.558978362608313
"hind40",0.531128939256145,0.761773339813203,0.604622990823111,0.79795371668476,0.689453606515183,0.561860837187322,0.704074830756176,0.85806439581918,0.881482977291804,0.879223076481887,0.823482528568472,0.893541097106048,0.795073659473997,0.945048548581278,0.943510222292205,0.916508466992251,0.924911729421694,0.940140128901641,0.938556287457616,0.94113167509807,0.91227062392916,0.929777530276475,0.800802342700171,0.807105145542133,0.804548083028139,0.765375557985773,0.803385601923937,0.739689557282001,0.832057878775358,0.80187510308634,0.818284123294559,0.790672538302528,0.509675867530983,0.469833605860067,0,0.332851547975364,0.254148746442132,0.38923310984272,0.344581248493934,0.49655146075473,0.539818419613804
"hind41",0.542351037016189,0.80168587685255,0.609016610629231,0.800219691954095,0.706229769612971,0.518128100569166,0.689552830772026,0.845017412088543,0.874961927987059,0.847415386641896,0.783268083037438,0.883720652812359,0.792771522080684,0.947370372888119,0.938024774817482,0.925254836269055,0.918481949645058,0.949569536386924,0.946505460109304,0.947074035293731,0.919487153013045,0.936603633252294,0.794590777376479,0.807257107539016,0.812910653692559,0.776282267419715,0.806454233736713,0.737492539937701,0.822360112438882,0.798752390344953,0.814201568565367,0.800187488318292,0.435819857050057,0.49566223100261,0.332851547975364,0,0.345336954505552,0.43712888236461,0.31241188442854,0.518220818089522,0.557208691867852
"hind46",0.560836353720657,0.76445754877065,0.572207172811971,0.794449215205547,0.691494341207964,0.514986870559364,0.704425320076106,0.839170838266204,0.869705832759814,0.860426409258816,0.791949711147453,0.88244739295501,0.767159553465731,0.94635123384627,0.939341580007511,0.920922174613619,0.921005703533027,0.948213718701043,0.942203962549575,0.944978070787917,0.919462362578058,0.936722370165849,0.802047358673229,0.809026377512337,0.810705098908817,0.769594188719316,0.808741577888346,0.747591948569468,0.832400499146012,0.797391093804776,0.811863388492183,0.808451639084971,0.502778688329472,0.447019017221896,0.254148746442132,0.345336954505552,0,0.410117566207907,0.283522381575581,0.569160584484377,0.552358584766926
"hind48",0.444962073476433,0.732571777471633,0.653926095110317,0.784498090177101,0.689634351354614,0.614841472743582,0.680166901559396,0.831581402933762,0.859122780701137,0.830686259786839,0.764911051564351,0.870969473784371,0.758827937773874,0.936779515731885,0.936461254996249,0.909682889133445,0.916647638888149,0.937341281551839,0.934120087341031,0.937675487409426,0.906310282895233,0.926496900196172,0.779855726252667,0.788418397852984,0.788561219302596,0.7324530234659,0.775743994414177,0.719425083867839,0.799824131080269,0.788147434697877,0.79834289051318,0.78391945658422,0.420775971035225,0.427450866309959,0.38923310984272,0.43712888236461,0.410117566207907,0,0.483007355966968,0.411050108564771,0.473915285132369
"hind49",0.56573087756627,0.777310475656668,0.546938596001996,0.766565165959706,0.692814018165627,0.385184858760139,0.698674264116562,0.857456783042015,0.880882286108253,0.867735999643115,0.817269006142748,0.894625249467609,0.799292246337662,0.95021568167678,0.948714745377366,0.926015782286943,0.931782571796477,0.952194104955766,0.947191293328733,0.950657749276712,0.924108734158825,0.940960231795372,0.803778343452287,0.813450998770049,0.821804099818848,0.786806746780108,0.817640006417529,0.74977686876738,0.842066499103149,0.821777342075987,0.833666243644489,0.811893833359694,0.537871703634121,0.493085045837656,0.344581248493934,0.31241188442854,0.283522381575581,0.483007355966968,0,0.60547299136592,0.593210693981589
"hind4",0.603973053288723,0.790347699317957,0.745285721548467,0.84258841539095,0.792243172553538,0.715109113956607,0.694947882180161,0.841266055195091,0.863389238209092,0.865401287157441,0.798450557537769,0.882363755958622,0.787624370540801,0.9383780735682,0.936645997397966,0.913709763985976,0.914933822220273,0.935227085839382,0.928225864466477,0.935354830226414,0.904951561005053,0.923573344552764,0.745575221197456,0.753631089017814,0.762899626950142,0.70522993303951,0.743420430181774,0.704640711997832,0.798699811524965,0.784263724502596,0.790992422198904,0.746874836588071,0.465584030473536,0.628743708262378,0.49655146075473,0.518220818089522,0.569160584484377,0.411050108564771,0.60547299136592,0,0.53095630519253
